"","data_name","Variable.ID.A","Variable.ID.B","Relationship","Source.organisation","Justification...quantifiable","Relationship.Strength","Weblink","data_version"
"462","System Map Data: Jan_2023","n_128","n_132","Same","","incentives' would need to be more precisely defined to make a reasonable qualitative assessment (expect that even with a more precise definition, a quantitative assessment would be difficult unclear the study was very specific)","Medium","",2
"463","System Map Data: Jan_2023","n_128","n_136","Same","UK Government","Difficult to quantify and give a qualitative assessment as ""incentives"" is too vague and efforts do not necessarily have to be aimed towards nursery capacity.","Low","",2
"464","System Map Data: Jan_2023","n_131","n_162","Opposite","Annual Reviews","""Habitat fragmentation"" is a very general term - not possible to assess quantitatively or qualitatively ","Medium","",2
"465","System Map Data: Jan_2023","n_131","n_126","Same","Forestry (Journal)","Varies by type of tree. Source includes some values for three different tree types (table 3): 
Carbon sequestration rates, kg carbon per tree per annum","High","720237.pdf (silverchair.com)",2
"466","System Map Data: Jan_2023","n_131","n_70","Same","Woodlands Trust","Suggest that this is High - difficult to measure quantitatively (same response as for hedgerows, given that hedgerows are a type of tree) 

""Hedgerows are important, not just agriculturally for boundaries, crop management, water control and defence. They also have ecological importance, they support wildlife and insects, and can help with climate change and mitigate pollution."" (from summary)","Medium","",2
"467","System Map Data: Jan_2023","n_131","n_157","Same","Bangor University","Complex relationship, mediated by many factors (including how saturated the soil is)

""There will always be limits to the capacity of land to store water. Using the analogy of a sponge, prolonged rainfall will eventually completely saturate soil so that the rate of water flowing out equals the rate of water flowing in. Therefore, while tree planting can 
reduce the rate of water flow from the land into 
streams during short periods of rainfall, it does 
not necessarily mean that it will continue to do 
so during the long-duration rain events that can 
lead to the most serious floods.""","Medium","",2
"468","System Map Data: Jan_2023","n_131","n_160","Opposite","Bangor University","Links have been established, but the evidence is not fully clear: 

""The work at Pontbren did not test the effect 
of tree species or soil type, which will be key factors in determining root morphology and depth, 
in turn altering infiltration rates, run-off and potential water storage in the B soil horizon.""","Low","Ford_H_et_al_Trees_water_storage_and_flooding.pdf (bangor.ac.uk)",2
"469","System Map Data: Jan_2023","n_132","n_131","Same","","1:1 relationship. Increase rate of planting by 1000 trees per year and the number of trees at year end will be 1000 higher","Medium","",2
"470","System Map Data: Jan_2023","n_133","n_135","Opposite","","Resilience to pest and diseases' is too general to assess relationship quantitatively or qualitatively. Relationship effect variable depending on what pests/diseases","Low","",2
"471","System Map Data: Jan_2023","n_134","n_111","Opposite","","","Low","",2
"472","System Map Data: Jan_2023","n_134","n_70","Same","","","Low","",2
"473","System Map Data: Jan_2023","n_134","n_132","Opposite","","","Low","",2
"474","System Map Data: Jan_2023","n_135","n_131","Opposite","","1 tree death leads to 1 less tree","Low","",2
"475","System Map Data: Jan_2023","n_136","n_132","Same","","Difficult to assess qualitatively or quantitatively.","Medium","",2
"476","System Map Data: Jan_2023","n_137","n_127","Same","","","Medium","",2
"477","System Map Data: Jan_2023","n_138","n_131","Opposite","","Simple relationship - 1 hectare of developments on previously forested area leads to a 1 hectare reduction in land available for trees","Low","",2
"478","System Map Data: Jan_2023","n_139","n_127","Same","","","High","",2
"479","System Map Data: Jan_2023","n_140","n_68","Opposite","Ubiquity Press","See 'justification, direction' - not clear on the direction. Both variables are general, which makes a specific assessment of the relationship not possible","Low","",2
"480","System Map Data: Jan_2023","n_140","n_145","Same","Ubiquity Press","See 'justification, direction' - not clear on the direction. Both variables are general, which makes a specific assessment of the relationship not possible","Low","",2
"481","System Map Data: Jan_2023","n_141","n_1","Same","","1:1 relationship (1 tCO2e increase from urban areas leads to 1tCO2e increase in net carbon emissions)","Medium","",2
"482","System Map Data: Jan_2023","n_142","n_144","Same","","Both terms would need to be defined more precisely to make a qualitative or quantitative assessment of the relationship (e.g. there are many different types of civil infrastructure)","Medium","",2
"483","System Map Data: Jan_2023","n_143","n_148","Same","","Complex relationship - depends on availability of land to build on, planning permissions, supply of existing houses etc. ","High","",2
"484","System Map Data: Jan_2023","n_144","n_141","Same","","Depends on the specific type of urbanisation, there are many factors that could mediate this impact - which make it difficult to estimate quantitatively or qualitatively","Medium","",2
"485","System Map Data: Jan_2023","n_144","n_113","Same","","Could be a positive relationship but doesn't necessarily mean that this will be on peatland","Low","",2
"486","System Map Data: Jan_2023","n_144","n_68","Same","Centre of Expertise for Water","Both terms would need to be defined more precisely to make a qualitative or quantitative assessment of the relationship","Low","",2
"487","System Map Data: Jan_2023","n_144","n_71","Same","Forest Research","Qualitative impact could be high, however, too difficult to estimate as both terms are (very general) and relationship is likely to be mediated by many factors (type of habitat being urbanised, whether the demand actually leads to urbanisation, type of urbanisation)","Low","",2
"488","System Map Data: Jan_2023","n_144","n_162","Opposite","","1 hectare of land that is urbanised is one hectare of land that is less able to be used for land use change","Medium","",2
"489","System Map Data: Jan_2023","n_147","n_17","Opposite","","See 'justification, direction' - not clear on the direction","Medium","",2
"490","System Map Data: Jan_2023","n_148","n_150","Same","","see 'justification, other'","High","",2
"491","System Map Data: Jan_2023","n_144","n_147","Same","","Size of the relationship varies significantly, mediated by many factors. E.g. where the land is located, what 'urbanisation' is allowed (has approval) to occur on that land","Medium","",2
"492","System Map Data: Jan_2023","n_145","n_141","Opposite","","Expect that 'efficiency' relates to emissions intensity. Variable A would need to be defined more precisely in order to make a qualitative of quantitative assessment","High","",2
"493","System Map Data: Jan_2023","n_146","n_144","Same","","Both terms would need to be defined more precisely to make a qualitative or quantitative assessment of the relationship (e.g. there are many different types of industrial infrastructure)","Medium","",2
"494","System Map Data: Jan_2023","n_148","n_141","Same","","Specific impact size depends on many factors (type of house built + materials, whether occupants are moving from a less efficient house to a new/more efficient house etc). Would need to be more precisely defined","Medium","",2
"495","System Map Data: Jan_2023","n_149","n_89","Same","","","High","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1049919/UKInt-27Jan2022.ods",2
"496","System Map Data: Jan_2023","n_149","n_22","Same","","Note: This is the total food crop demand (production - exports + imports) / population. Includes cereal crops only (not non-cereals like legumes or alternative protein crops). Note that this is total demand for food crops, and all of this will not necessarily be converted to food for people (i.e. some will go to livestock feed etc)","High","https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1056622/AUK-chapter7dataset-22feb22.ods",2
"497","System Map Data: Jan_2023","n_149","n_143","Same","","Note: This is the total food crop demand (production - exports + imports) / population. Includes cereal crops only (not non-cereals like legumes or alternative protein crops). Note that this is total demand for food crops, and all of this will not necessarily be converted to food for people (i.e. some will go to livestock feed etc)","High","",2
"498","System Map Data: Jan_2023","n_150","n_140","Same","Texas A&M University,
 Yale University,
 Arizona State University","Difficult to provide a quantitative and qualitative assessment as research indicates the size of developments tend to stay the same despite growing rates of urban expansion with small-medium and large urban centres expanding at similar rates over time.","Low","Trends in urban land expansion, density, and land transitions from 1970 to 2010: a global synthesis - IOPscience",2
"499","System Map Data: Jan_2023","n_150","n_144","Same","","Not quantifiable - suggest that B should affect A","High","",2
"500","System Map Data: Jan_2023","n_151","n_68","Same","Scottish Government","Agricultural runoff is a type of diffuse pollution - therefore a 1 unit increase in agricultural runoff/erosion implies a one unit increase in diffuse pollution","Medium","",2
"501","System Map Data: Jan_2023","n_151","n_79","Opposite","Queensland Government","Difficult to assess quantitatively - mediated by many factors (and runoff/erosion are different things). Given there is a well established link erosion and soil health though, and that this particularly impacts top soil (which is the most production part of the soil) - suggest there is a strong link","Medium","",2
"502","System Map Data: Jan_2023","n_46","n_220","connecting","","","connecting","",2
"503","System Map Data: Jan_2023","n_49","n_217","connecting","","","connecting","",2
"504","System Map Data: Jan_2023","n_50","n_187","connecting","","","connecting","",2
"505","System Map Data: Jan_2023","n_256","n_273","Same","","","Low","",2
"506","System Map Data: Jan_2023","n_151","n_80","Opposite","European Court of Auditors","Need more precise definitions of both variables in order to be quantified or assess qualitatively.","Low","",2
"507","System Map Data: Jan_2023","n_151","n_161","Opposite","European Court of Auditors","Difficult to  provide a quantitative and qualitative assessment as the magnitude of the relationship depends on many factors - chemicals/pesticides used on crops, proximity to water sources etc. Too difficult to assess qualitatively or quantitatively ","Medium","",2
"508","System Map Data: Jan_2023","n_152","n_155","Same","NASA","Not possible to quantify (depends on severity of droughts, and many factors specific to the environment) but suggest this impact is high - well established, strong link","Low","",2
"509","System Map Data: Jan_2023","n_152","n_120","Opposite","US Geological Survey","Difficult to  provide a quantitative and qualitative assessment as there are different types of droughts and the effect on the water table is likely to vary due to many factors. Therefore, not possible to estimate a qualitative or quantitative impact

""The term ""drought"" has different meanings to different people, depending on how a water deficiency affects them. Droughts have been classified into different types such as meteorological drought (lack of precipitation), agricultural drought (lack of soil moisture), or hydrologic drought (reduced streamflow or ground-water levels). It is not unusual for a given period of water deficiency to represent a more severe drought of one type than another type. For example, a prolonged dry period during the summer may substantially lower the yield of crops due to a shortage of soil moisture in the plant root zone but have little effect on ground-water storage replenished the previous spring. On the other hand, a prolonged dry period when maximum recharge normally occurs can lower ground-water levels to the point at which shallow wells go dry.""","Low","https://pubs.usgs.gov/circ/circ1186/html/boxb.html",2
"510","System Map Data: Jan_2023","n_152","n_158","Same","","Not possible to make a reasonable qualitative or quantitative assessment. Depends on the length/severity of droughts, region, farming system","Medium","",2
"511","System Map Data: Jan_2023","n_152","n_110","Same","","Not possible to make a reasonable qualitative or quantitative assessment. Depends on the length/severity of droughts, region, farming system","Medium","",2
"512","System Map Data: Jan_2023","n_153","n_155","Same","UN","Difficult to quantify given variables are not precisely defined. However, this report suggests - 

""Extreme wildfires are set to become more frequent, increasing by around 50% by the end of this century, according to a new UN report. ""

Note that rise in extreme heat events are an important contributor to this, but other factors contribute - such as land use changes. And different regions are impacted differently (Artic much more heavily impacted that Europe)","Medium","https://www.unep.org/resources/report/spreading-wildfire-rising-threat-extraordinary-landscape-fires",2
"513","System Map Data: Jan_2023","n_153","n_102","Same","Springer Science+Business Media","Difficult to assess qualitatively or quantitatively - mediated by many factors. Given there is a well established link between heat and livestock stress though, suggest this is a 'high'/strong relationship","Low","",2
"514","System Map Data: Jan_2023","n_155","n_124","Same","","Variables are defined too imprecisely to quantify.","High","",2
"515","System Map Data: Jan_2023","n_161","n_70","Same","","See text in direction  justification - same applies here. ","Medium","",2
"516","System Map Data: Jan_2023","n_41","n_231","connecting","","","connecting","",2
"517","System Map Data: Jan_2023","n_43","n_226","connecting","","","connecting","",2
"518","System Map Data: Jan_2023","n_152","n_121","Opposite","US Geological Survey","Difficult to  provide a quantitative and qualitative assessment as there are different types of droughts and the effect on the water table is likely to vary due to many factors. Therefore, not possible to estimate a qualitative or quantitative impact

""The term ""drought"" has different meanings to different people, depending on how a water deficiency affects them. Droughts have been classified into different types such as meteorological drought (lack of precipitation), agricultural drought (lack of soil moisture), or hydrologic drought (reduced streamflow or ground-water levels). It is not unusual for a given period of water deficiency to represent a more severe drought of one type than another type. For example, a prolonged dry period during the summer may substantially lower the yield of crops due to a shortage of soil moisture in the plant root zone but have little effect on ground-water storage replenished the previous spring. On the other hand, a prolonged dry period when maximum recharge normally occurs can lower ground-water levels to the point at which shallow wells go dry.""","Low","https://pubs.usgs.gov/circ/circ1186/html/boxb.html",2
"519","System Map Data: Jan_2023","n_153","n_122","Opposite","IUCN UK Peatland Programme","Not quantifiable - depends on the types of peatland, and the specific effects of droughts still seem to be unclear. However, some effect has been established. (see text below, from pg. 34 of link)

""A significant future challenge is to understand how various climate scenarios, such as increased temperatures, summer droughts and higher intensity rainfall events are likely to affect peatlands. A lowering of mean water tables and oxidation of peat is likely to result in increased growth and competition from vascular plants which, in marginal climatic zones for peat formation, could make restoration to active bog challenging. In damaged blanket bogs, warmer drier summers, as predicted by climate change models, will lead to a drying of peat surface layers and an increase in wildfire (Garnett et al 2000; Yallop et al 2006; Worrall et al 2009)""","Low","https://www.iucn-uk-peatlandprogramme.org/sites/www.iucn-uk-peatlandprogramme.org/files/Review%20Peatland%20Restoration,%20June%202011%20Final.pdf",2
"520","System Map Data: Jan_2023","n_153","n_158","Same","Cranfield University, funded through the UK Droughts & Water Scarcity (D&WS) programme","See pg. three of source - close link between extreme heat events (drought) and irrigation demands","Medium","archive (nfuonline.com)",2
"521","System Map Data: Jan_2023","n_153","n_35","Opposite","IPCC","Terms are too general and would need to be defined more precisely in order to be quantitatively or qualitatively assessed. ","Medium","",2
"522","System Map Data: Jan_2023","n_154","n_151","Same","","Magnitude of the relationship depends on many factors - one key factors is soil water storage capacity / water and drainage infrastructure (creeks, dams, contour banks) etc. ","Low","",2
"523","System Map Data: Jan_2023","n_154","n_35","Same","","Magnitude of the relationship depends on many factors - one key factors is soil water storage capacity / water and drainage infrastructure (creeks, dams, contour banks) etc. 

Also depends on 'resilience' is defined","Low","",2
"524","System Map Data: Jan_2023","n_257","n_255","Same","","","Low","",2
"525","System Map Data: Jan_2023","n_258","n_297","Same","","","Medium","",2
"526","System Map Data: Jan_2023","n_258","n_298","Same","","","High","",2
"527","System Map Data: Jan_2023","n_258","n_332","Same","","","High","",2
"528","System Map Data: Jan_2023","n_258","n_271","Same","","","High","",2
"529","System Map Data: Jan_2023","n_258","n_272","Same","","","High","",2
"530","System Map Data: Jan_2023","n_155","n_64","Opposite","The Lancet Journal","Complex - depends on many factors, including the severity of the fire, duration, and distance from the fire where PM2.5 levels are being monitored. Alternative Source 1 modelling (pg. 65) shows how the PM2.5 levels can vary depending on when they are observed. Many studies have analysed the link between PM2.5 levels and deaths (this is available) - see lancet article in direction","Medium","",2
"531","System Map Data: Jan_2023","n_156","n_157","Same","Springer Science+Business Media","Difficult to  provide a quantitative and qualitative assessment as hydrological connectivity is not well defined, and the impact on Landscapes Water Storage Capacity (also not well defined) is likely to be different in different environments

""We cannot define a standard concept of hydrological connectivity that works in all environments. We desire to show different concepts of hydrological connectivity in different environment. The degree and nature of hydrological connectivity are not static due to the influences of human activities and changes of natural factors.""","High","https://link.springer.com/article/10.1007/s11356-021-16148-8#:~:text=Intermittent%20hydrological%20connectivity%20facilitates%20transfer,2016).",2
"532","System Map Data: Jan_2023","n_156","n_122","Same","Exeter University","See 'Justification, direction' - Suggest that the relationship primarily flows the other way. Difficult to assess direction (or make a qualitative assessment). There is limited information/research available","Medium","",2
"533","System Map Data: Jan_2023","n_156","n_160","Same","Springer Science+Business Media","Difficult to  provide a quantitative and qualitative assessment as hydrological connectivity is not well defined, and the impact on landscape water storage capacity (also not well defined) is likely to be different in different environments

""We cannot define a standard concept of hydrological connectivity that works in all environments. We desire to show different concepts of hydrological connectivity in different environment. The degree and nature of hydrological connectivity are not static due to the influences of human activities and changes of natural factors.""","Medium","https://link.springer.com/article/10.1007/s11356-021-16148-8#:~:text=Intermittent%20hydrological%20connectivity%20facilitates%20transfer,2016).",2
"534","System Map Data: Jan_2023","n_157","n_151","Opposite","Food and Agriculture Organization of the United Nations (FAO)","Terms are too general and would need to be defined more precisely in order to be quantitatively or qualitatively assessed. (also note that erosion and runoff are different concepts and the impact of water storage capacity is likely to have different effects on each) ","Low","",2
"535","System Map Data: Jan_2023","n_157","n_152","Opposite","Elsevier","Terms are too general and would need to be defined more precisely in order to be quantitatively or qualitatively assessed. ","Medium","",2
"536","System Map Data: Jan_2023","n_157","n_154","Opposite","","Terms are too general and would need to be defined more precisely in order to be quantitatively or qualitatively assessed. ","High","",2
"537","System Map Data: Jan_2023","n_258","n_414","Same","","","High","",2
"538","System Map Data: Jan_2023","n_258","n_431","Same","","","High","",2
"539","System Map Data: Jan_2023","n_259","n_258","Same","","","High","",2
"540","System Map Data: Jan_2023","n_260","n_259","Same","","","Medium","",2
"541","System Map Data: Jan_2023","n_260","n_349","Same","","","Low","",2
"542","System Map Data: Jan_2023","n_261","n_259","Same","","","Medium","",2
"543","System Map Data: Jan_2023","n_261","n_349","Same","","","Medium","",2
"544","System Map Data: Jan_2023","n_261","n_370","Same","","","High","",2
"545","System Map Data: Jan_2023","n_157","n_155","Opposite","NASA","Report includes evidence of link between soil moisture and fire susceptibility (in California) 'In general terms, this indicates that fires are more likely to occur in drought-affected areas and during dry seasons'

Also note that the frequency of wildfires can in turn affect landscape soil water capacity - 'Dry soil is linked to more fires, but fires can also cause dry soil - which can affect soil water availability for agriculture, negatively impacting crop health and production. '","Medium","",2
"546","System Map Data: Jan_2023","n_157","n_160","Same","Desertification Indicator System for Mediterranean Europe","Unclear on precise impact (see 'justification, direction') therefore, not possible to quantitatively or qualitatively assess","Medium","",2
"547","System Map Data: Jan_2023","n_158","n_17","Opposite","","Qualitative in theory - but would require significant further investigation to assess by different farm types, crops grown, and region in the UK (all these factors are expected to be important). Could be done qualitatively in the future with deeper research","Low","",2
"548","System Map Data: Jan_2023","n_158","n_160","Opposite","","Not possible to measure without a more precise definition of both variables. The impact of irrigation on water availability may vary for many different reasons, two examples are: 

1). type of crops - ""Potatoes and other vegetables account for the
majority of water used for irrigation in England and Wales, using
25% and 54% of irrigation water respectively"" [quote from pg. 1 of alternative source 1]

2). climate conditions - ""Intensifying agricultural production
may impact on water availability in times of drought by
increasing the competition for a scarce resource that others
want, and may increase downstream risk in times of flooding
by accelerating flow of water from drained lands upstream."" [section 1.5 pg. 3 of Alternative Source 1]","Medium","",2
"549","System Map Data: Jan_2023","n_159","n_154","Same","","Flood frequency and risk can be measured in different ways - the specific mathematical relationship will depend on how these are both defined and measured","High","",2
"550","System Map Data: Jan_2023","n_269","n_271","Opposite","","","Medium","",2
"551","System Map Data: Jan_2023","n_269","n_298","Same","","","Medium","",2
"552","System Map Data: Jan_2023","n_269","n_414","Opposite","","","Medium","",2
"553","System Map Data: Jan_2023","n_269","n_431","Opposite","","","Medium","",2
"554","System Map Data: Jan_2023","n_270","n_271","Same","","","High","",2
"555","System Map Data: Jan_2023","n_271","n_273","Same","","","Low","",2
"556","System Map Data: Jan_2023","n_272","n_273","Same","","","Low","",2
"557","System Map Data: Jan_2023","n_274","n_270","Same","","","Medium","",2
"558","System Map Data: Jan_2023","n_275","n_276","Same","","","Medium","",2
"559","System Map Data: Jan_2023","n_275","n_263","Same","","","Medium","",2
"560","System Map Data: Jan_2023","n_276","n_298","Opposite","","","Medium","",2
"561","System Map Data: Jan_2023","n_276","n_271","Opposite","","","Medium","",2
"562","System Map Data: Jan_2023","n_276","n_414","Same","","","Medium","",2
"563","System Map Data: Jan_2023","n_276","n_431","Same","","","Medium","",2
"564","System Map Data: Jan_2023","n_277","n_276","Same","","","Low","",2
"565","System Map Data: Jan_2023","n_278","n_277","Same","","","Medium","",2
"566","System Map Data: Jan_2023","n_279","n_277","Same","","","Medium","",2
"567","System Map Data: Jan_2023","n_280","n_276","Same","","","High","",2
"568","System Map Data: Jan_2023","n_280","n_263","Same","","","Medium","",2
"569","System Map Data: Jan_2023","n_281","n_280","Same","","","Low","",2
"570","System Map Data: Jan_2023","n_281","n_287","Same","","","Low","",2
"571","System Map Data: Jan_2023","n_282","n_277","Same","","","Low","",2
"572","System Map Data: Jan_2023","n_282","n_287","Same","","","Low","",2
"573","System Map Data: Jan_2023","n_283","n_282","Same","","","Medium","",2
"574","System Map Data: Jan_2023","n_284","n_277","Same","","","Low","",2
"575","System Map Data: Jan_2023","n_284","n_280","Same","","","Low","",2
"576","System Map Data: Jan_2023","n_285","n_284","Same","","","Low","",2
"577","System Map Data: Jan_2023","n_285","n_280","Same","","","High","",2
"578","System Map Data: Jan_2023","n_285","n_287","Same","","","Medium","",2
"579","System Map Data: Jan_2023","n_285","n_286","Opposite","","","High","",2
"580","System Map Data: Jan_2023","n_286","n_276","Same","","","Low","",2
"581","System Map Data: Jan_2023","n_287","n_276","Same","","","Medium","",2
"582","System Map Data: Jan_2023","n_288","n_287","Same","","","Medium","",2
"583","System Map Data: Jan_2023","n_288","n_277","Same","","","Medium","",2
"584","System Map Data: Jan_2023","n_289","n_285","Same","","","Medium","",2
"585","System Map Data: Jan_2023","n_289","n_284","Same","","","Medium","",2
"586","System Map Data: Jan_2023","n_289","n_288","Same","","","Medium","",2
"587","System Map Data: Jan_2023","n_289","n_279","Same","","","Medium","",2
"588","System Map Data: Jan_2023","n_290","n_258","Opposite","","","Low","",2
"589","System Map Data: Jan_2023","n_290","n_335","Same","","","Medium","",2
"590","System Map Data: Jan_2023","n_290","n_291","Same","","","Low","",2
"591","System Map Data: Jan_2023","n_291","n_351","Same","","","High","",2
"592","System Map Data: Jan_2023","n_291","n_371","Same","","","High","",2
"593","System Map Data: Jan_2023","n_291","n_388","Same","","","High","",2
"594","System Map Data: Jan_2023","n_292","n_269","Same","","","Medium","",2
"595","System Map Data: Jan_2023","n_292","n_276","Opposite","","","Low","",2
"596","System Map Data: Jan_2023","n_293","n_292","Same","","","Medium","",2
"597","System Map Data: Jan_2023","n_294","n_292","Opposite","","","Medium","",2
"598","System Map Data: Jan_2023","n_295","n_293","Same","","","Low","",2
"599","System Map Data: Jan_2023","n_295","n_294","Opposite","","","Medium","",2
"600","System Map Data: Jan_2023","n_295","n_257","Same","","","High","",2
"601","System Map Data: Jan_2023","n_296","n_263","Same","","","Medium","",2
"602","System Map Data: Jan_2023","n_296","n_295","Same","","","Low","",2
"603","System Map Data: Jan_2023","n_296","n_269","Same","","","High","",2
"604","System Map Data: Jan_2023","n_296","n_276","Opposite","","","Medium","",2
"605","System Map Data: Jan_2023","n_296","n_270","Opposite","","","Medium","",2
"606","System Map Data: Jan_2023","n_297","n_296","Same","","","Medium","",2
"607","System Map Data: Jan_2023","n_298","n_295","Same","","","Low","",2
"608","System Map Data: Jan_2023","n_298","n_294","Same","","","High","",2
"609","System Map Data: Jan_2023","n_298","n_299","Same","","","High","",2
"610","System Map Data: Jan_2023","n_299","n_255","Same","","","High","",2
"611","System Map Data: Jan_2023","n_299","n_256","Opposite","","","High","",2
"612","System Map Data: Jan_2023","n_300","n_298","Opposite","","","Low","",2
"613","System Map Data: Jan_2023","n_301","n_298","Opposite","","","Low","",2
"614","System Map Data: Jan_2023","n_302","n_301","Same","","","Low","",2
"615","System Map Data: Jan_2023","n_302","n_306","Same","","","Medium","",2
"616","System Map Data: Jan_2023","n_302","n_269","Opposite","","","Medium","",2
"617","System Map Data: Jan_2023","n_303","n_302","Same","","","High","",2
"618","System Map Data: Jan_2023","n_303","n_309","Opposite","","","Medium","",2
"619","System Map Data: Jan_2023","n_304","n_302","Same","","","Medium","",2
"620","System Map Data: Jan_2023","n_305","n_302","Same","","","Medium","",2
"621","System Map Data: Jan_2023","n_305","n_309","Opposite","","","Low","",2
"622","System Map Data: Jan_2023","n_306","n_296","Opposite","","","Medium","",2
"623","System Map Data: Jan_2023","n_307","n_306","Same","","","High","",2
"624","System Map Data: Jan_2023","n_307","n_309","Opposite","","","Medium","",2
"625","System Map Data: Jan_2023","n_308","n_307","Opposite","","","Medium","",2
"626","System Map Data: Jan_2023","n_309","n_310","Opposite","","","High","",2
"627","System Map Data: Jan_2023","n_309","n_311","Opposite","","","High","",2
"628","System Map Data: Jan_2023","n_310","n_318","Same","","","Medium","",2
"629","System Map Data: Jan_2023","n_310","n_311","Same","","","High","",2
"630","System Map Data: Jan_2023","n_311","n_308","Opposite","","","Medium","",2
"631","System Map Data: Jan_2023","n_311","n_320","Same","","","High","",2
"632","System Map Data: Jan_2023","n_311","n_321","Same","","","Medium","",2
"633","System Map Data: Jan_2023","n_311","n_326","Same","","","High","",2
"634","System Map Data: Jan_2023","n_311","n_327","Same","","","High","",2
"635","System Map Data: Jan_2023","n_311","n_337","Same","","","Medium","",2
"636","System Map Data: Jan_2023","n_311","n_312","Opposite","","","Medium","",2
"637","System Map Data: Jan_2023","n_312","n_299","Same","","","High","",2
"638","System Map Data: Jan_2023","n_313","n_306","Same","","","Low","",2
"639","System Map Data: Jan_2023","n_313","n_309","Same","","","Medium","",2
"640","System Map Data: Jan_2023","n_314","n_313","Same","","","Low","",2
"641","System Map Data: Jan_2023","n_315","n_313","Same","","","Medium","",2
"642","System Map Data: Jan_2023","n_316","n_315","Opposite","","","High","",2
"643","System Map Data: Jan_2023","n_317","n_316","Same","","","High","",2
"644","System Map Data: Jan_2023","n_318","n_322","Same","","","Low","",2
"645","System Map Data: Jan_2023","n_318","n_317","Same","","","Low","",2
"646","System Map Data: Jan_2023","n_318","n_319","Same","","","Low","",2
"647","System Map Data: Jan_2023","n_318","n_313","Opposite","","","Medium","",2
"648","System Map Data: Jan_2023","n_319","n_309","Opposite","","","Low","",2
"649","System Map Data: Jan_2023","n_319","n_312","Opposite","","","Low","",2
"650","System Map Data: Jan_2023","n_320","n_313","Opposite","","","Medium","",2
"651","System Map Data: Jan_2023","n_320","n_316","Same","","","Low","",2
"652","System Map Data: Jan_2023","n_321","n_318","Same","","","Medium","",2
"653","System Map Data: Jan_2023","n_321","n_326","Same","","","High","",2
"654","System Map Data: Jan_2023","n_322","n_323","Same","","","High","",2
"655","System Map Data: Jan_2023","n_323","n_310","Same","","","High","",2
"656","System Map Data: Jan_2023","n_323","n_328","Same","","","High","",2
"657","System Map Data: Jan_2023","n_324","n_326","Opposite","","","Medium","",2
"658","System Map Data: Jan_2023","n_324","n_327","Opposite","","","Medium","",2
"659","System Map Data: Jan_2023","n_325","n_323","Same","","","Medium","",2
"660","System Map Data: Jan_2023","n_326","n_325","Same","","","Medium","",2
"661","System Map Data: Jan_2023","n_326","n_345","Opposite","","","Medium","",2
"662","System Map Data: Jan_2023","n_326","n_347","Opposite","","","Low","",2
"663","System Map Data: Jan_2023","n_327","n_325","Same","","","Medium","",2
"664","System Map Data: Jan_2023","n_327","n_342","Same","","","High","",2
"665","System Map Data: Jan_2023","n_327","n_347","Opposite","","","Low","",2
"666","System Map Data: Jan_2023","n_327","n_345","Same","","","Medium","",2
"667","System Map Data: Jan_2023","n_328","n_337","Same","","","Medium","",2
"668","System Map Data: Jan_2023","n_328","n_329","Opposite","","","Medium","",2
"669","System Map Data: Jan_2023","n_329","n_330","Same","","","High","",2
"670","System Map Data: Jan_2023","n_330","n_255","Same","","","Medium","",2
"671","System Map Data: Jan_2023","n_330","n_256","Opposite","","","Medium","",2
"672","System Map Data: Jan_2023","n_331","n_330","Same","","","High","",2
"673","System Map Data: Jan_2023","n_332","n_331","Same","","","Medium","",2
"674","System Map Data: Jan_2023","n_333","n_332","Same","","","Medium","",2
"675","System Map Data: Jan_2023","n_334","n_331","Same","","","Medium","",2
"676","System Map Data: Jan_2023","n_334","n_333","Same","","","High","",2
"677","System Map Data: Jan_2023","n_335","n_331","Same","","","Medium","",2
"678","System Map Data: Jan_2023","n_336","n_335","Opposite","","","Low","",2
"679","System Map Data: Jan_2023","n_336","n_337","Same","","","Low","",2
"680","System Map Data: Jan_2023","n_337","n_338","Same","","","High","",2
"681","System Map Data: Jan_2023","n_338","n_339","Same","","","Low","",2
"682","System Map Data: Jan_2023","n_338","n_343","Same","","","Medium","",2
"683","System Map Data: Jan_2023","n_338","n_340","Same","","","Medium","",2
"684","System Map Data: Jan_2023","n_339","n_309","Same","","","Medium","",2
"685","System Map Data: Jan_2023","n_339","n_380","Opposite","","","Medium","",2
"686","System Map Data: Jan_2023","n_339","n_419","Opposite","","","Low","",2
"687","System Map Data: Jan_2023","n_340","n_339","Same","","","Medium","",2
"688","System Map Data: Jan_2023","n_340","n_341","Same","","","Medium","",2
"689","System Map Data: Jan_2023","n_342","n_338","Opposite","","","Medium","",2
"690","System Map Data: Jan_2023","n_343","n_312","Same","","","Low","",2
"691","System Map Data: Jan_2023","n_343","n_329","Same","","","Low","",2
"692","System Map Data: Jan_2023","n_343","n_415","Same","","","Medium","",2
"693","System Map Data: Jan_2023","n_343","n_418","Same","","","Medium","",2
"694","System Map Data: Jan_2023","n_344","n_343","Opposite","","","Medium","",2
"695","System Map Data: Jan_2023","n_345","n_338","Opposite","","","Low","",2
"696","System Map Data: Jan_2023","n_346","n_345","Same","","","High","",2
"697","System Map Data: Jan_2023","n_347","n_340","Opposite","","","High","",2
