data_name,Variable ID A,Variable ID B,Relationship,Source organisation,Justification - quantifiable,Relationship Strength,Weblink
Apr_2023,n_154,n_35,Same,,"Magnitude of the relationship depends on many factors - one key factors is soil water storage capacity / water and drainage infrastructure (creeks, dams, contour banks) etc. 

Also depends on 'resilience' is defined",Low,
Apr_2023,n_155,n_64,Opposite,The Lancet Journal,"Complex - depends on many factors, including the severity of the fire, duration, and distance from the fire where PM2.5 levels are being monitored. Alternative Source 1 modelling (pg. 65) shows how the PM2.5 levels can vary depending on when they are observed. Many studies have analysed the link between PM2.5 levels and deaths (this is available) - see lancet article in direction",Medium,
Apr_2023,n_155,n_124,Same,,Variables are defined too imprecisely to quantify.,High,
Apr_2023,n_156,n_157,Same,Springer Science+Business Media,"Difficult to  provide a quantitative and qualitative assessment as hydrological connectivity is not well defined, and the impact on Landscapes Water Storage Capacity (also not well defined) is likely to be different in different environments

""We cannot define a standard concept of hydrological connectivity that works in all environments. We desire to show different concepts of hydrological connectivity in different environment. The degree and nature of hydrological connectivity are not static due to the influences of human activities and changes of natural factors.""",High,"https://link.springer.com/article/10.1007/s11356-021-16148-8#:~:text=Intermittent%20hydrological%20connectivity%20facilitates%20transfer,2016)."
Apr_2023,n_156,n_122,Same,Exeter University,"See 'Justification, direction' - Suggest that the relationship primarily flows the other way. Difficult to assess direction (or make a qualitative assessment). There is limited information/research available",Medium,
Apr_2023,n_156,n_160,Same,Springer Science+Business Media,"Difficult to  provide a quantitative and qualitative assessment as hydrological connectivity is not well defined, and the impact on landscape water storage capacity (also not well defined) is likely to be different in different environments

""We cannot define a standard concept of hydrological connectivity that works in all environments. We desire to show different concepts of hydrological connectivity in different environment. The degree and nature of hydrological connectivity are not static due to the influences of human activities and changes of natural factors.""",Medium,"https://link.springer.com/article/10.1007/s11356-021-16148-8#:~:text=Intermittent%20hydrological%20connectivity%20facilitates%20transfer,2016)."
Apr_2023,n_157,n_151,Opposite,Food and Agriculture Organization of the United Nations (FAO),Terms are too general and would need to be defined more precisely in order to be quantitatively or qualitatively assessed. (also note that erosion and runoff are different concepts and the impact of water storage capacity is likely to have different effects on each) ,Low,
Apr_2023,n_157,n_152,Opposite,Elsevier,Terms are too general and would need to be defined more precisely in order to be quantitatively or qualitatively assessed. ,Medium,
Apr_2023,n_157,n_154,Opposite,,Terms are too general and would need to be defined more precisely in order to be quantitatively or qualitatively assessed. ,High,
Apr_2023,n_157,n_155,Opposite,NASA,"Report includes evidence of link between soil moisture and fire susceptibility (in California) 'In general terms, this indicates that fires are more likely to occur in drought-affected areas and during dry seasons'

Also note that the frequency of wildfires can in turn affect landscape soil water capacity - 'Dry soil is linked to more fires, but fires can also cause dry soil - which can affect soil water availability for agriculture, negatively impacting crop health and production. '",Medium,
Apr_2023,n_157,n_160,Same,Desertification Indicator System for Mediterranean Europe,"Unclear on precise impact (see 'justification, direction') therefore, not possible to quantitatively or qualitatively assess",Medium,
Apr_2023,n_158,n_17,Opposite,,"Qualitative in theory - but would require significant further investigation to assess by different farm types, crops grown, and region in the UK (all these factors are expected to be important). Could be done qualitatively in the future with deeper research",Low,
Apr_2023,n_158,n_160,Opposite,,"Not possible to measure without a more precise definition of both variables. The impact of irrigation on water availability may vary for many different reasons, two examples are: 

1). type of crops - ""Potatoes and other vegetables account for the
majority of water used for irrigation in England and Wales, using
25% and 54% of irrigation water respectively"" [quote from pg. 1 of alternative source 1]

2). climate conditions - ""Intensifying agricultural production
may impact on water availability in times of drought by
increasing the competition for a scarce resource that others
want, and may increase downstream risk in times of flooding
by accelerating flow of water from drained lands upstream."" [section 1.5 pg. 3 of Alternative Source 1]",Medium,
Apr_2023,n_159,n_154,Same,,Flood frequency and risk can be measured in different ways - the specific mathematical relationship will depend on how these are both defined and measured,High,
Apr_2023,n_161,n_70,Same,,See text in direction  justification - same applies here. ,Medium,
Apr_2023,n_41,n_231,connecting,,,connecting,
Apr_2023,n_43,n_226,connecting,,,connecting,
Apr_2023,n_46,n_220,connecting,,,connecting,
Apr_2023,n_49,n_217,connecting,,,connecting,
Apr_2023,n_50,n_187,connecting,,,connecting,
Apr_2023,n_256,n_273,Same,,,Low,
Apr_2023,n_257,n_255,Same,,,Low,
Apr_2023,n_258,n_297,Same,,,Medium,
Apr_2023,n_258,n_298,Same,,,High,
Apr_2023,n_258,n_332,Same,,,High,
Apr_2023,n_258,n_271,Same,,,High,
Apr_2023,n_258,n_272,Same,,,High,
Apr_2023,n_258,n_414,Same,,,High,
Apr_2023,n_258,n_431,Same,,,High,
Apr_2023,n_259,n_258,Same,,,High,
Apr_2023,n_260,n_259,Same,,,Medium,
Apr_2023,n_260,n_349,Same,,,Low,
Apr_2023,n_261,n_259,Same,,,Medium,
Apr_2023,n_261,n_349,Same,,,Medium,
Apr_2023,n_261,n_370,Same,,,High,
Apr_2023,n_262,n_260,Opposite,,,Medium,
Apr_2023,n_262,n_261,Same,,,Low,
Apr_2023,n_262,n_266,Opposite,,,Low,
Apr_2023,n_263,n_264,Same,,,Low,
Apr_2023,n_264,n_261,Same,,,Medium,
Apr_2023,n_264,n_296,Same,,,Low,
Apr_2023,n_264,n_334,Same,,,Medium,
Apr_2023,n_264,n_291,Same,,,Low,
Apr_2023,n_264,n_414,Same,,,Low,
Apr_2023,n_265,n_261,Same,,,Medium,
Apr_2023,n_265,n_268,Same,,,Low,
Apr_2023,n_266,n_265,Opposite,,,Medium,
Apr_2023,n_266,n_267,Opposite,,,Medium,
Apr_2023,n_266,n_280,Same,,,Medium,
Apr_2023,n_267,n_268,Same,,,Medium,
Apr_2023,n_268,n_269,Same,,,Medium,
Apr_2023,n_268,n_270,Opposite,,,Medium,
Apr_2023,n_268,n_272,Opposite,,,Medium,
Apr_2023,n_268,n_414,Same,,,Medium,
Apr_2023,n_268,n_431,Opposite,,,Medium,
Apr_2023,n_269,n_271,Opposite,,,Medium,
Apr_2023,n_269,n_298,Same,,,Medium,
Apr_2023,n_269,n_414,Opposite,,,Medium,
Apr_2023,n_269,n_431,Opposite,,,Medium,
Apr_2023,n_270,n_271,Same,,,High,
Apr_2023,n_271,n_273,Same,,,Low,
Apr_2023,n_272,n_273,Same,,,Low,
Apr_2023,n_274,n_270,Same,,,Medium,
Apr_2023,n_275,n_276,Same,,,Medium,
Apr_2023,n_275,n_263,Same,,,Medium,
Apr_2023,n_276,n_298,Opposite,,,Medium,
Apr_2023,n_276,n_271,Opposite,,,Medium,
Apr_2023,n_276,n_414,Same,,,Medium,
Apr_2023,n_276,n_431,Same,,,Medium,
Apr_2023,n_277,n_276,Same,,,Low,
Apr_2023,n_278,n_277,Same,,,Medium,
Apr_2023,n_279,n_277,Same,,,Medium,
Apr_2023,n_280,n_276,Same,,,High,
Apr_2023,n_280,n_263,Same,,,Medium,
Apr_2023,n_281,n_280,Same,,,Low,
Apr_2023,n_281,n_287,Same,,,Low,
Apr_2023,n_282,n_277,Same,,,Low,
Apr_2023,n_282,n_287,Same,,,Low,
Apr_2023,n_283,n_282,Same,,,Medium,
Apr_2023,n_284,n_277,Same,,,Low,
Apr_2023,n_284,n_280,Same,,,Low,
Apr_2023,n_285,n_284,Same,,,Low,
Apr_2023,n_285,n_280,Same,,,High,
Apr_2023,n_285,n_287,Same,,,Medium,
Apr_2023,n_285,n_341,Same,,,Low,
Apr_2023,n_288,n_341,Same,,,High,
Apr_2023,n_341,n_286,Opposite,,,High,
Apr_2023,n_286,n_276,Opposite,,,Low,
Apr_2023,n_287,n_276,Same,,,Medium,
Apr_2023,n_288,n_287,Same,,,Medium,
Apr_2023,n_288,n_277,Same,,,Medium,
Apr_2023,n_289,n_285,Same,,,Medium,
Apr_2023,n_289,n_284,Same,,,Medium,
Apr_2023,n_289,n_288,Same,,,Medium,
Apr_2023,n_289,n_279,Same,,,Medium,
Apr_2023,n_289,n_257,Same,,,Medium,
Apr_2023,n_290,n_258,Opposite,,,Low,
Apr_2023,n_290,n_335,Same,,,Medium,
Apr_2023,n_290,n_291,Same,,,Low,
Apr_2023,n_291,n_351,Same,,,High,
Apr_2023,n_291,n_371,Same,,,High,
Apr_2023,n_291,n_388,Same,,,High,
Apr_2023,n_292,n_269,Same,,,Medium,
Apr_2023,n_292,n_276,Opposite,,,Low,
Apr_2023,n_293,n_292,Same,,,Medium,
Apr_2023,n_294,n_292,Opposite,,,Medium,
Apr_2023,n_295,n_294,Opposite,,,Medium,
Apr_2023,n_295,n_257,Same,,,High,
Apr_2023,n_296,n_263,Same,,,Medium,
Apr_2023,n_296,n_269,Same,,,High,
Apr_2023,n_296,n_276,Opposite,,,Medium,
Apr_2023,n_296,n_270,Opposite,,,Medium,
Apr_2023,n_297,n_296,Same,,,Medium,
Apr_2023,n_298,n_295,Same,,,Low,
Apr_2023,n_298,n_294,Same,,,High,
Apr_2023,n_298,n_299,Same,,,High,
Apr_2023,n_299,n_255,Same,,,High,
Apr_2023,n_299,n_256,Opposite,,,High,
Apr_2023,n_300,n_298,Opposite,,,Low,
Apr_2023,n_301,n_298,Opposite,,,Low,
Apr_2023,n_302,n_301,Same,,,Low,
Apr_2023,n_302,n_306,Same,,,Medium,
Apr_2023,n_302,n_269,Opposite,,,Medium,
Apr_2023,n_303,n_302,Same,,,High,
Apr_2023,n_303,n_309,Opposite,,,Medium,
Apr_2023,n_304,n_302,Same,,,Medium,
Apr_2023,n_305,n_302,Same,,,Medium,
Apr_2023,n_305,n_309,Opposite,,,Low,
Apr_2023,n_306,n_296,Opposite,,,Medium,
Apr_2023,n_307,n_306,Same,,,High,
Apr_2023,n_307,n_309,Opposite,,,Medium,
Apr_2023,n_308,n_307,Opposite,,,Medium,
Apr_2023,n_309,n_310,Opposite,,,High,
Apr_2023,n_310,n_318,Same,,,Medium,
Apr_2023,n_310,n_311,Same,,,High,
Apr_2023,n_310,n_328,Same,,,High,
Apr_2023,n_311,n_308,Opposite,,,Medium,
Apr_2023,n_311,n_320,Same,,,High,
Apr_2023,n_311,n_321,Same,,,Medium,
Apr_2023,n_311,n_326,Same,,,High,
Apr_2023,n_311,n_327,Same,,,High,
Apr_2023,n_311,n_337,Same,,,Medium,
Apr_2023,n_311,n_312,Opposite,,,Medium,
Apr_2023,n_312,n_299,Same,,,High,
Apr_2023,n_313,n_306,Same,,,Low,
Apr_2023,n_313,n_309,Same,,,Medium,
Apr_2023,n_314,n_313,Same,,,Low,
Apr_2023,n_315,n_313,Same,,,Medium,
Apr_2023,n_316,n_315,Opposite,,,High,
Apr_2023,n_317,n_316,Same,,,High,
Apr_2023,n_318,n_322,Same,,,Low,
Apr_2023,n_318,n_317,Same,,,Low,
Apr_2023,n_318,n_319,Same,,,Low,
Apr_2023,n_318,n_313,Opposite,,,Medium,
Apr_2023,n_319,n_309,Opposite,,,Low,
Apr_2023,n_319,n_312,Opposite,,,Low,
Apr_2023,n_320,n_313,Opposite,,,Medium,
Apr_2023,n_320,n_316,Same,,,Low,
Apr_2023,n_321,n_318,Same,,,Medium,
Apr_2023,n_321,n_326,Same,,,High,
Apr_2023,n_322,n_323,Same,,,High,
Apr_2023,n_323,n_310,Same,,,High,
Apr_2023,n_324,n_326,Opposite,,,Medium,
Apr_2023,n_324,n_327,Opposite,,,Medium,
Apr_2023,n_325,n_323,Same,,,Medium,
Apr_2023,n_326,n_325,Same,,,Medium,
Apr_2023,n_326,n_345,Opposite,,,Medium,
Apr_2023,n_326,n_347,Opposite,,,Low,
Apr_2023,n_327,n_325,Same,,,Medium,
Apr_2023,n_327,n_342,Same,,,High,
Apr_2023,n_327,n_347,Opposite,,,Low,
Apr_2023,n_327,n_345,Same,,,Medium,
Apr_2023,n_328,n_337,Same,,,Medium,
Apr_2023,n_328,n_329,Opposite,,,Medium,
Apr_2023,n_329,n_330,Same,,,High,
Apr_2023,n_330,n_255,Same,,,Medium,
Apr_2023,n_330,n_256,Opposite,,,Medium,
Apr_2023,n_331,n_330,Same,,,High,
Apr_2023,n_332,n_331,Same,,,Medium,
Apr_2023,n_333,n_332,Same,,,Medium,
Apr_2023,n_334,n_331,Same,,,Medium,
Apr_2023,n_334,n_333,Same,,,High,
Apr_2023,n_335,n_331,Same,,,Medium,
Apr_2023,n_336,n_335,Opposite,,,Low,
Apr_2023,n_336,n_337,Same,,,Low,
Apr_2023,n_337,n_338,Same,,,High,
Apr_2023,n_338,n_339,Same,,,Low,
Apr_2023,n_338,n_343,Same,,,Medium,
Apr_2023,n_338,n_340,Same,,,Medium,
Apr_2023,n_339,n_309,Same,,,Medium,
Apr_2023,n_339,n_380,Opposite,,,Medium,
Apr_2023,n_340,n_339,Same,,,Low,
Apr_2023,n_342,n_338,Opposite,,,Low,
Apr_2023,n_343,n_312,Same,,,Low,
Apr_2023,n_343,n_329,Same,,,Low,
Apr_2023,n_343,n_415,Same,,,Medium,
Apr_2023,n_343,n_418,Same,,,Medium,
Apr_2023,n_343,n_383,Same,,,Low,
Apr_2023,n_343,n_432,Same,,,Low,
Apr_2023,n_345,n_338,Opposite,,,Low,
Apr_2023,n_346,n_345,Same,,,High,
Apr_2023,n_347,n_340,Opposite,,,Medium,
Apr_2023,n_348,n_255,Same,,,Medium,
Apr_2023,n_348,n_256,Opposite,,,Medium,
Apr_2023,n_349,n_348,Same,,,High,
Apr_2023,n_350,n_349,Opposite,,,High,
Apr_2023,n_351,n_349,Same,,,Low,
Apr_2023,n_352,n_350,Same,,,Medium,
Apr_2023,n_352,n_362,Same,,,Medium,
Apr_2023,n_353,n_348,Same,,,High,
Apr_2023,n_354,n_353,Opposite,,,Low,
Apr_2023,n_355,n_354,Same,,,High,
Apr_2023,n_356,n_354,Same,,,Medium,
Apr_2023,n_357,n_354,Opposite,,,Medium,
Apr_2023,n_358,n_353,Opposite,,,Medium,
Apr_2023,n_358,n_350,Same,,,Low,
Apr_2023,n_358,n_456,Same,,,Medium,
Apr_2023,n_359,n_358,Same,,,Medium,
Apr_2023,n_360,n_358,Same,,,Medium,
Apr_2023,n_361,n_359,Opposite,,,Medium,
Apr_2023,n_361,n_360,Opposite,,,Medium,
Apr_2023,n_362,n_361,Same,,,High,
Apr_2023,n_362,n_358,Same,,,High,
Apr_2023,n_362,n_363,Same,,,High,
Apr_2023,n_362,n_365,Same,,,High,
Apr_2023,n_363,n_358,Same,,,Medium,
Apr_2023,n_363,n_365,Same,,,Medium,
Apr_2023,n_364,n_362,Same,,,High,
Apr_2023,n_365,n_353,Opposite,,,Medium,
Apr_2023,n_365,n_456,Same,,,Medium,
Apr_2023,n_365,n_445,Same,,,Medium,
Apr_2023,n_366,n_365,Opposite,,,Medium,
Apr_2023,n_367,n_365,Same,,,High,
Apr_2023,n_368,n_255,Same,,,Low,
Apr_2023,n_368,n_256,Opposite,,,Low,
Apr_2023,n_369,n_368,Same,,,High,
Apr_2023,n_370,n_369,Same,,,Medium,
Apr_2023,n_371,n_369,Same,,,Medium,
Apr_2023,n_372,n_370,Opposite,,,Medium,
Apr_2023,n_372,n_371,Opposite,,,Low,
Apr_2023,n_373,n_368,Same,,,High,
Apr_2023,n_374,n_373,Opposite,,,Low,
Apr_2023,n_375,n_376,Same,,,High,
Apr_2023,n_375,n_372,Same,,,Medium,
Apr_2023,n_375,n_373,Opposite,,,Medium,
Apr_2023,n_375,n_378,Same,,,Medium,
Apr_2023,n_375,n_337,Same,,,Low,
Apr_2023,n_376,n_377,Opposite,,,Medium,
Apr_2023,n_376,n_379,Same,,,High,
Apr_2023,n_377,n_375,Opposite,,,Medium,
Apr_2023,n_377,n_378,Opposite,,,Medium,
Apr_2023,n_377,n_381,Opposite,,,High,
Apr_2023,n_378,n_373,Opposite,,,Medium,
Apr_2023,n_378,n_456,Same,,,Medium,
Apr_2023,n_378,n_445,Same,,,Medium,
Apr_2023,n_379,n_375,Same,,,Medium,
Apr_2023,n_379,n_378,Same,,,Medium,
Apr_2023,n_379,n_380,Same,,,High,
Apr_2023,n_380,n_373,Opposite,,,Low,
Apr_2023,n_380,n_337,Same,,,Low,
Apr_2023,n_381,n_380,Same,,,High,
Apr_2023,n_381,n_378,Same,,,Medium,
Apr_2023,n_382,n_255,Same,,,Medium,
Apr_2023,n_382,n_256,Opposite,,,Medium,
Apr_2023,n_383,n_382,Same,,,High,
Apr_2023,n_384,n_383,Same,,,High,
Apr_2023,n_385,n_384,Opposite,,,High,
Apr_2023,n_385,n_445,Same,,,Medium,
Apr_2023,n_391,n_385,Same,,,Low,
Apr_2023,n_387,n_382,Same,,,High,
Apr_2023,n_387,n_335,Same,,,High,
Apr_2023,n_387,n_477,Same,,,High,
Apr_2023,n_388,n_387,Same,,,High,
Apr_2023,n_388,n_408,Same,,,High,
Apr_2023,n_389,n_390,Same,,,Low,
Apr_2023,n_389,n_385,Same,,,Medium,
Apr_2023,n_389,n_409,Same,,,Low,
Apr_2023,n_389,n_391,Same,,,Medium,
Apr_2023,n_390,n_388,Same,,,Medium,
Apr_2023,n_390,n_371,Opposite,,,Medium,
Apr_2023,n_390,n_351,Opposite,,,Medium,
Apr_2023,n_391,n_392,Same,,,High,
Apr_2023,n_391,n_456,Same,,,Medium,
Apr_2023,n_391,n_337,Same,,,Medium,
Apr_2023,n_391,n_383,Opposite,,,Medium,
Apr_2023,n_392,n_393,Same,,,Medium,
Apr_2023,n_393,n_391,Same,,,Medium,
Apr_2023,n_393,n_400,Same,,,Medium,
Apr_2023,n_394,n_393,Same,,,Medium,
Apr_2023,n_395,n_393,Same,,,Medium,
Apr_2023,n_396,n_395,Same,,,Low,
Apr_2023,n_396,n_394,Same,,,Low,
Apr_2023,n_396,n_398,Opposite,,,Medium,
Apr_2023,n_396,n_399,Opposite,,,Medium,
Apr_2023,n_398,n_391,Opposite,,,Medium,
Apr_2023,n_399,n_391,Opposite,,,Medium,
Apr_2023,n_399,n_456,Opposite,,,Medium,
Apr_2023,n_400,n_391,Same,,,Low,
Apr_2023,n_401,n_400,Same,,,Medium,
Apr_2023,n_401,n_391,Same,,,Medium,
Apr_2023,n_402,n_387,Opposite,,,Low,
Apr_2023,n_403,n_387,Opposite,,,Low,
Apr_2023,n_403,n_408,Opposite,,,Low,
Apr_2023,n_404,n_403,Opposite,,,Medium,
Apr_2023,n_405,n_403,Opposite,,,Medium,
Apr_2023,n_406,n_403,Same,,,Medium,
Apr_2023,n_407,n_255,Same,,,Low,
Apr_2023,n_407,n_256,Opposite,,,Low,
Apr_2023,n_408,n_407,Same,,,High,
Apr_2023,n_408,n_337,Same,,,Medium,
Apr_2023,n_409,n_408,Same,,,High,
Apr_2023,n_409,n_387,Opposite,,,Medium,
Apr_2023,n_410,n_409,Same,,,High,
Apr_2023,n_411,n_410,Same,,,High,
Apr_2023,n_412,n_410,Same,,,Medium,
Apr_2023,n_413,n_255,Same,,,Low,
Apr_2023,n_413,n_256,Opposite,,,Low,
Apr_2023,n_414,n_272,Same,,,Medium,
Apr_2023,n_414,n_337,Same,,,Medium,
Apr_2023,n_414,n_413,Same,,,High,
Apr_2023,n_414,n_412,Opposite,,,High,
Apr_2023,n_414,n_289,Same,,,Medium,
Apr_2023,n_414,n_286,Same,,,High,
Apr_2023,n_415,n_413,Same,,,High,
Apr_2023,n_416,n_415,Opposite,,,Low,
Apr_2023,n_416,n_418,Opposite,,,Low,
Apr_2023,n_416,n_456,Same,,,Medium,
Apr_2023,n_417,n_415,Opposite,,,Low,
Apr_2023,n_417,n_418,Opposite,,,Low,
Apr_2023,n_417,n_445,Same,,,Medium,
Apr_2023,n_418,n_407,Same,,,High,
Apr_2023,n_419,n_415,Opposite,,,High,
Apr_2023,n_419,n_418,Opposite,,,High,
Apr_2023,n_419,n_337,Same,,,Medium,
Apr_2023,n_420,n_419,Same,,,Medium,
Apr_2023,n_421,n_420,Same,,,High,
Apr_2023,n_421,n_422,Same,,,High,
Apr_2023,n_422,n_419,Same,,,Medium,
Apr_2023,n_423,n_416,Same,,,Medium,
Apr_2023,n_423,n_422,Same,,,Low,
Apr_2023,n_423,n_427,Same,,,Low,
Apr_2023,n_424,n_410,Opposite,,,Low,
Apr_2023,n_424,n_423,Opposite,,,Medium,
Apr_2023,n_424,n_428,Opposite,,,Medium,
Apr_2023,n_425,n_424,Opposite,,,Medium,
Apr_2023,n_425,n_429,Same,,,Medium,
Apr_2023,n_426,n_425,Same,,,Medium,
Apr_2023,n_427,n_424,Opposite,,,Medium,
Apr_2023,n_428,n_422,Same,,,Low,
Apr_2023,n_428,n_427,Same,,,Low,
Apr_2023,n_429,n_423,Same,,,Low,
Apr_2023,n_429,n_428,Same,,,Low,
Apr_2023,n_430,n_255,Same,,,Low,
Apr_2023,n_430,n_256,Opposite,,,Low,
Apr_2023,n_431,n_430,Same,,,High,
Apr_2023,n_431,n_289,Same,,,Medium,
Apr_2023,n_431,n_286,Same,,,High,
Apr_2023,n_431,n_272,Same,,,Low,
Apr_2023,n_432,n_430,Same,,,High,
Apr_2023,n_433,n_432,Opposite,,,Medium,
Apr_2023,n_433,n_445,Same,,,Medium,
Apr_2023,n_434,n_432,Opposite,,,Medium,
Apr_2023,n_434,n_441,Same,,,High,
Apr_2023,n_434,n_337,Same,,,Medium,
Apr_2023,n_434,n_456,Same,,,Medium,
Apr_2023,n_435,n_434,Same,,,Medium,
Apr_2023,n_435,n_439,Same,,,Medium,
Apr_2023,n_436,n_434,Opposite,,,Medium,
Apr_2023,n_437,n_436,Opposite,,,Low,
Apr_2023,n_437,n_439,Same,,,Low,
Apr_2023,n_438,n_434,Opposite,,,Medium,
Apr_2023,n_439,n_436,Opposite,,,Low,
Apr_2023,n_439,n_438,Opposite,,,Low,
Apr_2023,n_439,n_440,Same,,,Low,
Apr_2023,n_440,n_434,Same,,,Medium,
Apr_2023,n_441,n_440,Same,,,Medium,
Apr_2023,n_442,n_445,Same,,,Medium,
Apr_2023,n_442,n_312,Opposite,,,Medium,
Apr_2023,n_442,n_329,Opposite,,,Medium,
Apr_2023,n_443,n_442,Same,,,High,
Apr_2023,n_444,n_442,Same,,,Medium,
Apr_2023,n_444,n_433,Same,,,Medium,
Apr_2023,n_444,n_417,Same,,,Medium,
Apr_2023,n_444,n_385,Same,,,Medium,
Apr_2023,n_444,n_378,Same,,,Medium,
Apr_2023,n_444,n_365,Same,,,Medium,
Apr_2023,n_445,n_449,Same,,,Medium,
Apr_2023,n_445,n_453,Same,,,High,
Apr_2023,n_446,n_445,Opposite,,,Medium,
Apr_2023,n_446,n_452,Same,,,Medium,
Apr_2023,n_447,n_442,Opposite,,,Medium,
Apr_2023,n_447,n_433,Opposite,,,Medium,
Apr_2023,n_447,n_417,Opposite,,,Medium,
Apr_2023,n_447,n_385,Opposite,,,Medium,
Apr_2023,n_447,n_378,Opposite,,,Medium,
Apr_2023,n_447,n_365,Opposite,,,Medium,
Apr_2023,n_448,n_447,Opposite,,,Medium,
Apr_2023,n_448,n_444,Same,,,Low,
Apr_2023,n_449,n_448,Opposite,,,High,
Apr_2023,n_450,n_449,Same,,,Medium,
Apr_2023,n_451,n_448,Same,,,Medium,
Apr_2023,n_452,n_447,Same,,,Medium,
Apr_2023,n_453,n_452,Opposite,,,Medium,
Apr_2023,n_453,n_448,Same,,,Medium,
Apr_2023,n_454,n_434,Same,,,Low,
Apr_2023,n_454,n_423,Same,,,Low,
Apr_2023,n_454,n_391,Same,,,Low,
Apr_2023,n_454,n_378,Same,,,Low,
Apr_2023,n_454,n_358,Same,,,Low,
Apr_2023,n_454,n_365,Same,,,Low,
Apr_2023,n_455,n_454,Same,,,High,
Apr_2023,n_455,n_337,Same,,,Medium,
Apr_2023,n_456,n_455,Same,,,Medium,
Apr_2023,n_457,n_456,Opposite,,,Low,
Apr_2023,n_469,n_270,Same,,,Medium,
Apr_2023,n_470,n_270,Same,,,Medium,
Apr_2023,n_471,n_373,Opposite,,,Medium,
Apr_2023,n_472,n_302,Same,,,Low,
Apr_2023,n_472,n_309,Opposite,,,Medium,
Apr_2023,n_474,n_296,Opposite,,,Low,
Apr_2023,n_474,n_298,Same,,,Low,
Apr_2023,n_475,n_298,Same,,,Low,
Apr_2023,n_476,n_312,Same,,,Low,
Apr_2023,n_476,n_477,Same,,,Low,
Apr_2023,n_477,n_256,Opposite,,,Medium,
Apr_2023,n_298,n_477,Same,,,High,
Apr_2023,n_50,n_343,connecting,,,connecting,
Apr_2023,n_187,n_343,connecting,,,connecting,
Apr_2023,n_337,n_191,connecting,,,connecting,
Apr_2023,n_338,n_200,connecting,,,connecting,
Apr_2023,n_339,n_192,connecting,,,connecting,
Apr_2023,n_340,n_198,connecting,,,connecting,
Apr_2023,n_478,n_485,Opposite,,,Medium,
Apr_2023,n_478,n_640,Opposite,,,High,
Apr_2023,n_478,n_649,Same,,,High,
Apr_2023,n_479,n_642,Same,,,Medium,
Apr_2023,n_479,n_640,Same,,,Medium,
Apr_2023,n_479,n_488,Same,,,Medium,
Apr_2023,n_479,n_612,Same,,,Medium,
Apr_2023,n_479,n_689,Same,,,Low,
Apr_2023,n_480,n_485,Same,,,Low,
Apr_2023,n_480,n_479,Same,,,Medium,
Apr_2023,n_481,n_484,Opposite,,,High,
Apr_2023,n_481,n_658,Same,,,Low,
Apr_2023,n_482,n_696,Same,,,Low,
Apr_2023,n_483,n_697,Same,,,Low,
Apr_2023,n_483,n_693,Same,,,Low,
Apr_2023,n_483,n_481,Same,,,Medium,
Apr_2023,n_484,n_696,Same,,,Low,
Apr_2023,n_485,n_665,Same,,,Medium,
Apr_2023,n_486,n_485,Opposite,,,Medium,
Apr_2023,n_488,n_482,Opposite,,,High,
Apr_2023,n_489,n_490,Same,,,Low,
Apr_2023,n_490,n_491,Same,,,Medium,
Apr_2023,n_490,n_515,Same,,,Low,
Apr_2023,n_490,n_505,Opposite,,,Medium,
Apr_2023,n_491,n_494,Opposite,,,Medium,
Apr_2023,n_491,n_492,Same,,,Medium,
Apr_2023,n_491,n_497,Same,,,Low,
Apr_2023,n_491,n_502,Same,,,Medium,
Apr_2023,n_491,n_690,Same,,,Medium,
Apr_2023,n_491,n_689,Same,,,Medium,
Apr_2023,n_492,n_513,Same,,,Medium,
Apr_2023,n_492,n_666,Opposite,,,Low,
Apr_2023,n_493,n_490,Opposite,,,Low,
Apr_2023,n_493,n_696,Same,,,Low,
Apr_2023,n_494,n_698,Same,,,Medium,
Apr_2023,n_494,n_666,Opposite,,,Medium,
Apr_2023,n_494,n_497,Same,,,Medium,
Apr_2023,n_495,n_649,Opposite,,,Low,
Apr_2023,n_495,n_497,Same,,,High,
Apr_2023,n_496,n_498,Same,,,Low,
Apr_2023,n_496,n_664,Opposite,,,Low,
Apr_2023,n_497,n_665,Same,,,Medium,
Apr_2023,n_498,n_499,Same,,,Medium,
Apr_2023,n_498,n_490,Same,,,Medium,
Apr_2023,n_498,n_497,Same,,,Low,
Apr_2023,n_498,n_494,Opposite,,,Medium,
Apr_2023,n_500,n_498,Same,,,Medium,
Apr_2023,n_500,n_491,Same,,,Medium,
Apr_2023,n_501,n_500,Opposite,,,Medium,
Apr_2023,n_502,n_495,Opposite,,,Low,
Apr_2023,n_503,n_500,Same,,,Medium,
Apr_2023,n_503,n_504,Same,,,Medium,
Apr_2023,n_503,n_506,Opposite,,,Low,
Apr_2023,n_503,n_505,Opposite,,,Low,
Apr_2023,n_504,n_500,Same,,,Medium,
Apr_2023,n_504,n_490,Same,,,Medium,
Apr_2023,n_504,n_516,Same,,,Medium,
Apr_2023,n_505,n_497,Same,,,High,
Apr_2023,n_505,n_495,Same,,,High,
Apr_2023,n_505,n_641,Same,,,High,
Apr_2023,n_506,n_505,Same,,,Medium,
Apr_2023,n_507,n_505,Opposite,,,Medium,
Apr_2023,n_508,n_505,Same,,,Low,
Apr_2023,n_508,n_644,Same,,,Medium,
Apr_2023,n_508,n_631,Same,,,Medium,
Apr_2023,n_508,n_593,Same,,,Medium,
